task_id,worker_id,task_date,task_complexity,time_taken_minutes,accuracy
7741583d-33bd-4529-95a8-4303885ac9e2,W_045,2024-01-16,High,7.94,0.898
9b0d47bd-6494-4580-b400-cf588a1d0048,W_045,2024-01-16,Medium,7.27,0.919
ee578597-de00-440f-96c7-6922b47f525f,W_045,2024-01-16,Medium,6.21,0.928
29e49530-642e-4c6c-889e-f6777d0b896b,W_045,2024-01-17,High,10.48,0.908
e11b76d9-a3da-44cf-8e52-6834b7fedea4,W_045,2024-01-17,High,10.61,0.914
eac97069-793f-4d3f-ae7e-d7bc8ac26b97,W_045,2024-01-17,High,13.1,0.852
2f4673e1-3416-4d28-8c43-b01be9eac2df,W_045,2024-01-17,Low,3.65,0.952
77db3a59-fb28-4189-b273-7d17a37b680e,W_045,2024-01-17,Low,6.8,0.95
75ef1fe3-f648-4c7a-aea0-c03611484aef,W_045,2024-01-17,Medium,8.43,0.954
778658e2-985b-413a-a401-5fa31ac34a18,W_045,2024-01-17,High,12.39,0.973
0e66f7f2-1623-419d-84f0-a7ffec1e9390,W_045,2024-01-17,Medium,6.71,0.961
e0ef3466-4d5b-4234-9af8-6a338fd8d823,W_045,2024-01-17,High,13.45,0.865
2b2ab91d-c10f-4b60-94b3-327e9d368b59,W_045,2024-01-17,Low,5.37,0.958
d97c1914-402d-421b-85cf-e2b693bc2af0,W_045,2024-01-17,Low,4.24,0.969
4e1c79c2-605f-4436-af77-190cb1f4609d,W_045,2024-01-17,Low,4.9,0.981
24dfaa79-2801-4532-9659-0748a47a27c9,W_045,2024-01-17,Low,5.2,0.97
f0f252ad-af83-41b5-87d0-31da9ac4e9d2,W_045,2024-01-17,Low,5.38,0.951
9f142d1f-e5b3-44bf-a979-c1b5f941c000,W_045,2024-01-17,High,12.79,0.916
5155f186-50a9-41db-a59c-b92206f0866a,W_045,2024-01-18,High,11.4,0.924
cb4622e7-996c-4939-b2aa-d0a48270f3bc,W_045,2024-01-18,Low,5.44,0.959
5448c990-2a61-4f67-a141-9b09d60f9a93,W_045,2024-01-18,Medium,6.84,0.994
e4141e60-36bb-4e12-a56d-98659228bc0e,W_045,2024-01-18,Medium,8.39,0.912
4703853a-8f2b-4501-abd3-26ad682d7904,W_045,2024-01-18,Medium,8.09,0.965
16e17ce1-5bd4-4710-9ddc-efb718fc4e9f,W_045,2024-01-18,Medium,8.46,0.929
eabe2b0e-23c8-451c-8ff3-941b6cbefc12,W_045,2024-01-18,Medium,7.48,0.936
235c3252-eda2-4668-91fe-dadff5da211a,W_045,2024-01-18,Low,2.79,0.972
b1ea56fd-c325-4b44-820b-087df994bb0f,W_045,2024-01-18,Low,3.76,0.97
02a95457-de0a-45a8-baed-3dbe1f82bd37,W_045,2024-01-18,Low,6.67,0.969
6e0a606a-95e1-4b29-bd9f-05d8e07449ab,W_045,2024-01-18,Medium,8.18,0.915
f85c447f-3dc8-47de-b7d7-39b156a9e838,W_045,2024-01-19,Medium,9.23,1.0
0977a860-bfb7-4885-93cf-e8b5adcb2fbc,W_045,2024-01-19,Medium,6.2,0.948
6c35e205-0db0-4226-bf5a-354b59bcd2b2,W_045,2024-01-19,Low,2.5,0.988
6f59bb0e-cd2d-402f-a86d-0bebf200cfbe,W_045,2024-01-19,Low,4.23,0.938
aa01eb5d-55a3-4fd1-9ee9-b99500afeaef,W_045,2024-01-19,Medium,8.73,0.945
041ed253-315e-4383-9bb7-889b10d16610,W_045,2024-01-19,Medium,7.72,0.88
75875d76-d314-4cd2-a29a-a62087910844,W_045,2024-01-19,Low,4.62,0.971
b62c8719-73a2-4f83-b4c4-2631f2039b52,W_045,2024-01-19,Low,3.99,0.989
1f3e0ec0-249f-4040-8af5-70e0ab256460,W_045,2024-01-19,Low,3.91,0.985
af6afffc-f5b7-4f0d-8e3f-d7b60d7932ce,W_045,2024-01-19,High,9.35,0.844
e3e51b5c-00d9-4b42-a7cb-a0590f8f753c,W_045,2024-01-19,Low,6.1,0.975
d50e18d0-7bc2-47df-98ae-d963abbf968b,W_045,2024-01-19,Low,4.51,0.939
32ac6d16-406f-4f59-bc44-a7dbb6b4fa9e,W_045,2024-01-19,High,14.43,0.828
f32220f4-4647-48f2-b797-d13d30d32544,W_045,2024-01-19,Low,5.76,0.977
be728491-74d8-4cd2-8e52-8591f12f0424,W_045,2024-01-19,Medium,8.19,0.947
7b246f6f-1955-4319-94c8-63b8dacccfa2,W_045,2024-01-19,High,13.77,0.932
6000a85a-bd1e-44fe-bd5b-1da78dc212bb,W_045,2024-01-19,High,11.38,0.871
70813e8c-8aa1-4645-a04a-d7db0b0fbd42,W_045,2024-01-19,High,11.22,0.856
fdf35771-1822-43a6-8cb8-61344059af78,W_045,2024-01-19,Low,6.32,0.982
1ff1b0fc-0a3a-4fa2-afff-dbdbd8d819de,W_045,2024-01-20,Low,6.16,0.963
45b7b1e5-9413-48fa-b94a-5ff83b61a7fe,W_045,2024-01-20,Low,4.29,0.996
6cbc36ef-ad44-4959-974e-d64c46c603c8,W_045,2024-01-20,Low,6.35,0.961
b1f35e67-ee50-43c7-bc9c-b2fe95b4e6db,W_045,2024-01-20,Low,6.7,0.972
5c6b7b7b-085e-4ece-a754-e707ca4f7b99,W_045,2024-01-20,Medium,6.94,0.86
8b2724e5-1d5a-4a3b-9a09-185eab71f848,W_045,2024-01-20,High,8.76,0.857
d8d33a24-1d33-49c7-9938-86cf799efa53,W_045,2024-01-20,Low,5.35,0.96
ceedcc2c-d431-4fe1-ba0d-4868d745fe56,W_045,2024-01-20,Medium,8.21,0.927
99c5696d-bd1f-40d6-881c-0feb64b9c880,W_045,2024-01-20,High,10.23,0.832
b5b9b0cf-96f4-4e21-9cd5-d009b75bb7dc,W_045,2024-01-20,Low,6.37,0.989
36568734-e55d-4bc3-8890-1650cfd15e3d,W_045,2024-01-20,Low,6.59,0.994
736ca5bc-acc3-4147-819f-a95f5b04b303,W_045,2024-01-20,Low,5.74,0.991
2914a6e1-245a-493c-90a0-bada7f17b1d9,W_045,2024-01-20,Low,5.76,0.993
8234f527-ef76-4c78-9d8f-bc8eff8a5781,W_045,2024-01-20,Medium,9.06,0.936
508bcd46-b021-4f15-96c6-74f651f2f30d,W_045,2024-01-20,Low,5.25,0.987
9cb62748-9864-4dd4-85ad-2d8be198d353,W_045,2024-01-20,Medium,10.38,0.87
16340a37-35c1-4b7f-acfd-2beb84910e23,W_045,2024-01-21,Low,6.2,0.996
9dbf61a6-595a-42fc-8622-52254db3054c,W_045,2024-01-21,Medium,8.53,0.92
1ce1789d-7bea-4ab0-8e45-856b3a12fcb5,W_045,2024-01-21,Low,6.67,0.978
4e451526-1823-445e-b202-c752bafb7b5f,W_045,2024-01-21,Low,3.53,0.982
e564e10a-c3fa-4207-89b5-26a9a7adf1e0,W_045,2024-01-21,Low,6.54,0.951
e79b3d32-d8ff-4eb3-bc11-b5be8470faa2,W_045,2024-01-21,Low,5.55,0.965
74e39cd9-84c5-4f95-bad4-f742e390c33f,W_045,2024-01-21,High,12.71,0.933
9673eab2-8b03-4ea9-8aa2-143e465cfe9b,W_045,2024-01-21,High,9.85,0.892
2fa0676f-703c-4989-878b-3e88a1638a3d,W_045,2024-01-21,Low,5.93,0.987
b7894212-541c-4b2a-9827-b01da1f92149,W_045,2024-01-22,Medium,5.75,0.919
7d8636f4-76bb-4043-bbee-259c035bbfa0,W_045,2024-01-22,Medium,8.56,0.9
9c61a7e5-2529-49fe-a260-8650732dbb0d,W_045,2024-01-22,Medium,7.05,0.877
db200653-e1dd-4929-97e0-e5def84cf163,W_045,2024-01-22,Low,5.21,0.966
8a755e29-14a1-492f-b9ea-193274f42631,W_045,2024-01-22,Medium,7.36,0.932
4f6ff489-79b5-407b-b57f-70be69279ebd,W_045,2024-01-22,Medium,11.67,0.871
66748ff4-0c15-4a4d-a513-f7a4b93c143e,W_045,2024-01-22,Medium,9.04,0.888
314c22f0-6eee-4285-842f-308a8fc9676d,W_045,2024-01-22,High,14.25,0.821
025a8550-798f-46c4-a0b2-f3a1c6214491,W_045,2024-01-22,High,12.81,0.901
10eb0a2b-ed9c-4d51-afa2-9abf668a9d74,W_045,2024-01-22,Low,4.14,0.912
d6683c0d-4697-4635-b323-47573dcc2a81,W_045,2024-01-22,Medium,5.5,0.926
dfa35d51-30c4-4b73-b130-482eff7c37aa,W_045,2024-01-22,Low,3.79,0.952
d434fc0b-fead-4870-87ec-2e4cf7b483b7,W_045,2024-01-22,Low,1.6,0.985
0bfa14a2-4ce3-4a8e-bbcf-ee13919935a5,W_045,2024-01-22,High,9.79,0.841
dcbf70fe-75b2-4039-a323-955b737ebcb8,W_045,2024-01-22,Medium,7.96,0.972
19d710bd-5eb1-43e4-bc18-088a5b470868,W_045,2024-01-22,Low,2.93,0.946
4835acfb-c80b-4e0a-8217-18cd6095e7e8,W_045,2024-01-22,Low,3.84,0.96
bc4cf7d4-e4e1-4a57-a1ac-4300306f6ad8,W_045,2024-01-23,Medium,10.27,0.87
5376cde4-352b-4e23-801f-60e04a7529c7,W_045,2024-01-23,Medium,6.14,0.956
0a716a10-208a-4dca-8b5d-94a3cd61535b,W_045,2024-01-23,Medium,7.52,0.922
33d4165c-fd92-4c49-a8f4-953106b79fb0,W_045,2024-01-23,High,7.17,0.855
df17a8e8-fb1f-40af-b560-640c81f78ecd,W_045,2024-01-23,High,14.0,0.927
f4652504-751f-4987-9cb8-9e6ed4552478,W_045,2024-01-23,Low,4.91,0.941
8e16a4c5-5bb9-47c1-8553-981f22271779,W_045,2024-01-23,Medium,7.04,0.925
4c95aa07-361c-4a79-9c62-9bfb2d0c23b4,W_045,2024-01-23,Medium,5.72,0.913
e177a547-bb4c-4e19-a6bf-93b98f7ab1ea,W_045,2024-01-23,High,11.4,0.886
a9682edb-ee89-4978-ae39-ca97c8bf5fac,W_045,2024-01-23,Medium,5.14,0.927
57e3ca0c-5667-4415-aabb-04b0fd84c488,W_045,2024-01-23,Low,6.86,0.967
10aebeae-b462-44f6-867c-2538b70ee65e,W_045,2024-01-23,Low,5.33,0.986
5853d588-86cb-488b-962c-fef3d1920e24,W_045,2024-01-23,Medium,5.63,0.884
ebebea8d-590b-4d39-abed-1983d25d752d,W_045,2024-01-23,Low,6.08,0.945
0145321f-1434-491c-8d23-8cbe951a2126,W_045,2024-01-24,Low,3.98,1.0
67989aaa-b2c8-493f-8d59-d4f10df07f4a,W_045,2024-01-24,Low,5.09,0.937
618bb57c-f933-4dc3-bbb6-7ce687f3ecd9,W_045,2024-01-24,Low,4.02,0.927
47ca8b4e-de7b-44d3-8322-b9bcc7fb5bf4,W_045,2024-01-24,Medium,10.51,0.9
dcc1a7dd-4577-4b6f-b7f4-6378941ec7a9,W_045,2024-01-24,Low,5.01,0.961
f5c75ef2-cbd2-441f-96f1-8062b9019529,W_045,2024-01-24,Low,3.78,0.992
499d253f-aa12-40ea-9dac-5b9b42be7b1a,W_045,2024-01-24,Low,5.17,0.972
96d76180-35d3-448a-8a9f-6bd39454ccc3,W_045,2024-01-24,Low,5.89,1.0
18a37918-894b-40b3-92ef-b432972af229,W_045,2024-01-24,Medium,8.6,0.949
f7dcdda5-d22f-425b-8a94-9ae4dfce782e,W_045,2024-01-24,Medium,8.75,0.991
c99fc9e8-4101-4388-bf35-5acb21e8849c,W_045,2024-01-24,Medium,8.21,0.904
daefead1-fbbb-4ba0-832f-59fcd23cfae6,W_045,2024-01-24,Low,4.69,0.977
9fbb0631-6e1a-4d3a-a5cc-9b4ef8076154,W_045,2024-01-25,Low,5.35,0.985
5b492eaf-9816-421d-b7e8-fa838095dc01,W_045,2024-01-25,Medium,7.84,0.903
2940da46-8d43-41ce-9ff0-130963b8770a,W_045,2024-01-25,High,11.79,0.88
76731981-bf8e-4e3f-b200-a25e9352c67d,W_045,2024-01-25,High,10.6,0.906
7aec112d-231c-4d2e-8b0b-167cb95762d0,W_045,2024-01-25,Low,4.23,0.979
985fd840-7075-4e73-88a0-1b970805d18d,W_045,2024-01-25,High,11.05,0.878
89e6df74-8f52-4e6c-804c-f4934054b78c,W_045,2024-01-25,Low,6.02,0.949
94e3c668-29b3-4c99-a82a-8fd4db938e26,W_045,2024-01-25,Medium,8.91,0.895
7e94c144-d620-464b-a1b0-656b5e89792b,W_045,2024-01-25,Low,5.08,0.951
e5d3b3ca-9ec1-4257-9c2b-f0f69806b7ef,W_045,2024-01-25,Medium,7.81,0.955
1b4bcc47-fbfd-4080-be3e-3707d69e4372,W_045,2024-01-25,Low,4.89,0.985
b54e6fe7-0436-4a60-80a3-5a95c0d12df5,W_045,2024-01-25,Low,5.26,0.992
56af573c-36e3-4d19-a33e-5193d24215ad,W_045,2024-01-25,Low,7.2,0.984
9ca607a1-35bd-4771-a431-66406d07c2cc,W_045,2024-01-26,Medium,7.17,0.897
ff157c1d-1831-4f70-bd7b-b8d64a2389ab,W_045,2024-01-26,Medium,7.39,0.944
23e5c269-83f8-43fb-ba6d-609e0055b515,W_045,2024-01-26,Low,4.69,0.976
daaafcbd-5a98-4d58-82e9-b7ed1cdcc2c4,W_045,2024-01-26,Low,4.26,0.98
8a147259-89b2-4bd3-8b2b-03a4a4d1d346,W_045,2024-01-26,High,6.11,0.859
9ebeda36-1ead-47ca-a35d-8d17b0a17ed3,W_045,2024-01-26,Low,5.74,0.977
36b35c45-4275-4296-9c05-38b3ae068484,W_045,2024-01-26,Medium,9.73,0.898
2c49b33d-b1c8-47db-a41d-477f1572bd4e,W_045,2024-01-26,Medium,7.8,0.965
4154845b-ccee-4ffd-9bc0-9921509defd9,W_045,2024-01-26,Low,4.7,0.959
079d7272-3bfa-49ce-8af5-daeeef0b2fcc,W_045,2024-01-26,Medium,4.97,0.91
71b24580-81be-42fe-b2d2-863ac23123d7,W_045,2024-01-26,Low,6.55,0.965
6db2289e-047b-4652-a7d5-3a6cf3a81461,W_045,2024-01-26,High,13.49,0.848
d823ffa3-8ce4-4ec3-8ed1-7cc2a6a7a3b8,W_045,2024-01-26,Medium,9.56,0.95
8a57f1ac-f813-4639-84a9-e7a3fdebe53a,W_045,2024-01-26,Low,4.5,0.956
4804e53f-f1cc-42e5-bb6d-08af26472ae4,W_045,2024-01-26,Medium,10.36,0.896
651ece61-0746-4d9b-833d-847c4db25128,W_045,2024-01-26,Low,5.74,0.989
ab8e26b7-b280-4ccb-a499-63c9b4c9449b,W_045,2024-01-26,Medium,8.54,0.941
474dc02c-b033-4454-9fa8-1be7352df44e,W_045,2024-01-26,Medium,8.26,0.912
0d4ff3e1-212f-43d2-9e94-6bbafa4b30bd,W_045,2024-01-26,Low,5.04,0.973
04232c72-bd72-4732-b654-5e30ccd4b85b,W_045,2024-01-26,Low,6.29,0.967
b8012a9a-b56e-41dc-8a9e-4159839d81ec,W_045,2024-01-26,Low,4.87,0.97
5861289d-3f29-4d6d-a6da-1f4d51f2186f,W_045,2024-01-27,Low,3.84,0.972
0633a044-6841-4d7f-9a53-cfb29ca6d4a9,W_045,2024-01-27,High,8.88,0.873
f50c2df1-6cf0-4362-9428-62202b040d8c,W_045,2024-01-27,Medium,5.1,0.902
c7afa29b-23cc-471a-92e2-5881b9887a88,W_045,2024-01-27,High,11.72,0.828
b5539f1a-a3e4-4037-867e-960027f5b829,W_045,2024-01-27,High,13.48,0.982
98fe6f6a-bf2f-4515-8d28-0e3a59d30b27,W_045,2024-01-27,Low,5.34,0.987
cc6e2735-a483-4110-8ecb-76c8d771d87c,W_045,2024-01-27,Low,6.14,0.96
64239ef1-a29e-4661-a8d5-bf913aba79e5,W_045,2024-01-27,Low,5.24,0.939
91229f36-7856-4712-b041-fea5b9f27e65,W_045,2024-01-27,Low,5.17,0.969
1734dc5c-6a3e-40e3-a43e-a61d621c427b,W_045,2024-01-27,Medium,9.53,0.968
2531dd59-35b6-45ca-88f1-41a62f2ac173,W_045,2024-01-27,Low,4.66,0.963
852f99ae-098e-4652-b20f-06e9faa8bc8c,W_045,2024-01-27,Low,5.77,0.946
d7a9649e-dd1f-4eb4-bf3c-e9eb478a65a6,W_045,2024-01-27,Medium,7.45,0.933
684588e4-e22d-40ba-b1ee-1d42087b466d,W_045,2024-01-27,Low,5.84,0.979
563e9cb2-a95a-4eb7-8289-a19c05b3146e,W_045,2024-01-27,Low,4.49,0.952
a446dabd-ad53-4fad-b040-8d26f2d76c92,W_045,2024-01-27,Low,3.78,1.0
258311bc-7d71-47d1-91a8-36634055be01,W_045,2024-01-27,High,9.57,0.865
67a20fe6-ee01-48c8-a7d4-33ba6f8ec553,W_045,2024-01-27,Low,6.49,0.966
aa1ff78d-64b2-44b1-8e9d-76d6b48fe756,W_045,2024-01-27,High,11.3,0.899
98a70398-28a0-4ac5-ab66-c89e532d35e0,W_045,2024-01-28,Low,5.43,0.952
fc4344e4-ce51-498f-900a-6cb91b1a02e1,W_045,2024-01-28,High,7.4,0.813
7dec7899-251e-4a84-91be-918938323c1f,W_045,2024-01-28,Medium,10.24,0.93
aab5de10-5df2-4da6-ab4b-c94d35d4b822,W_045,2024-01-28,Low,4.57,0.983
c9ff9b11-81e0-453e-8167-b3e086d0b585,W_045,2024-01-28,Low,6.78,0.982
f46e9ff9-4271-466f-80f2-0d4f59e235a4,W_045,2024-01-28,Medium,9.36,0.912
4a8ec527-8b3e-4a60-9660-d30c8bf81644,W_045,2024-01-28,High,14.14,0.863
3e292ffc-a570-4b90-a3a4-7d8665ce5e86,W_045,2024-01-28,Medium,5.35,0.966
4f42c4de-1e8a-4a3d-ba30-76c76ef395ed,W_045,2024-01-28,Low,4.33,0.935
601a1f65-18c9-4cc1-b44d-782a29457e52,W_045,2024-01-28,High,14.84,0.833
4ab840b5-8de4-4255-9395-16bc4515af70,W_045,2024-01-28,Low,4.15,0.969
3521a631-8e26-4982-8720-edc041676a66,W_045,2024-01-28,Medium,6.14,0.969
d9c0cb19-8e45-44bd-984a-b6b69f17e11e,W_045,2024-01-28,Medium,7.92,0.953
cd063d9a-9ed8-4548-b32d-e84f308c2889,W_045,2024-01-28,High,13.43,0.915
71be2b1f-d20b-445e-8be5-131bd68a7dff,W_045,2024-01-28,Low,5.17,0.981
be4e2a93-69ab-4332-ac49-c37f0703b2c8,W_045,2024-01-28,Low,5.17,0.95
49c23c00-8bba-4c09-9c7c-8fdb8502317c,W_045,2024-01-28,Low,5.66,0.999
beb6b402-9bac-4973-84ae-cece84526f10,W_045,2024-01-28,Low,4.72,0.941
6ce26050-21eb-4c6d-82ba-e53324f584e9,W_045,2024-01-28,Medium,8.33,0.938
845ea0c9-ff24-4d24-a5b9-6dc2b551f0cc,W_045,2024-01-29,Low,6.52,0.952
9519e923-109c-4df7-91bd-e60a5adee6f1,W_045,2024-01-29,Low,4.18,0.982
b42aefaa-239b-4ef2-a67f-5a1eb91a9ec0,W_045,2024-01-29,Low,3.64,0.957
48ec9bff-35b4-41d5-a5e7-efc7f5337e2b,W_045,2024-01-29,Medium,7.44,1.0
3229e814-cf9a-4e43-b292-965e85903063,W_045,2024-01-29,Medium,7.47,0.9
3d9a135d-bf3f-4beb-a227-6faa75b05e2a,W_045,2024-01-29,Low,5.43,0.966
3625ca5a-9726-4548-b58b-d9c74a673a25,W_045,2024-01-29,Low,5.45,0.958
9cd08536-4e27-497a-a0e4-3790b0614f9c,W_045,2024-01-29,Low,6.11,0.965
75810f55-1a6b-455b-803d-84948a962cf9,W_045,2024-01-29,High,10.34,0.839
7e362f94-871f-44fb-aa18-dfffda1c48e8,W_045,2024-01-29,Medium,7.18,0.917
284c3dcc-dcc4-4e7c-b413-368adc746818,W_045,2024-01-29,Low,3.77,0.945
34a1b79c-fa16-4dca-bb35-1d8df4ade103,W_045,2024-01-29,Medium,9.8,0.908
5603ade4-a64d-46c1-b06e-8b59ddb58b8d,W_045,2024-01-29,Low,6.56,0.973
3f197391-c505-47df-899c-56500ad2d455,W_045,2024-01-29,Low,5.14,0.965
43522ead-4090-478d-823a-e6d3826d173c,W_045,2024-01-29,Low,3.27,0.992
b4360ae4-9643-4c77-aaf2-f120f63666d1,W_045,2024-01-29,Low,5.03,0.966
43845762-2d19-48d2-8648-0ce96cea6e90,W_045,2024-01-29,Low,4.59,1.0
d9e3da4d-3185-4153-b01d-31b1a8e7bdc3,W_045,2024-01-30,High,12.29,0.802
3a578f57-c78d-41ef-9484-bdc0f0c93692,W_045,2024-01-30,Medium,6.5,0.924
e6a5f424-c597-4f1f-91bf-638364b57aa1,W_045,2024-01-30,Low,5.22,0.967
c3ef879d-f99d-4a3f-ad4f-b3b686536d5e,W_045,2024-01-30,Medium,8.8,0.878
b38d2c16-9a4e-4e70-8faf-33d7db673801,W_045,2024-01-30,High,12.33,0.88
56fa1a54-4c01-4d65-98d4-15963b309289,W_045,2024-01-30,High,13.9,0.897
0c1332ec-def4-42f3-98f4-10499700663c,W_045,2024-01-30,Low,5.17,0.985
4bea4c4c-a3ae-4a41-976e-eb12c1565985,W_045,2024-01-30,Medium,9.81,0.941
c0f21bad-44f8-4bc1-b7d4-000abe9aad68,W_045,2024-01-30,Medium,4.37,0.952
0ac4f343-618d-4cca-bc2f-d94f1e015c6d,W_045,2024-01-30,Low,3.63,0.986
c62a06d5-8dfa-40e4-b7a3-ddcf5a921d41,W_045,2024-01-30,Medium,7.4,0.969
178f7038-3d65-419e-be7a-509f36e8016e,W_045,2024-01-30,Low,5.15,0.992
18574a74-970e-4ff9-8e2e-29a4b1c262ce,W_045,2024-01-30,Low,6.44,0.992
54fde6ca-6948-45e5-98d9-0b232b7b6671,W_045,2024-01-30,Low,3.66,0.988
54444464-5726-47fe-b878-93f74da4810a,W_045,2024-01-30,High,11.69,0.878
1097cd6c-524c-4dc2-9fbf-1a3aaeb4821f,W_045,2024-01-30,Medium,6.37,0.914
13cf766a-1a82-4c66-b2a4-93da6837a46d,W_045,2024-01-30,Low,4.39,0.956
989ad4f5-8fd2-4903-8d67-d1e9c86c7082,W_046,2024-01-01,High,9.08,0.825
e947b471-3eba-4cdd-bf49-a165eb691c74,W_046,2024-01-01,High,12.71,0.942
a5cd2b05-2405-45a0-af1c-9017cedcfc50,W_046,2024-01-01,Low,4.44,0.962
2328b81a-532f-4832-9652-711907397ada,W_046,2024-01-01,Medium,7.06,0.967
1e893504-ea80-4a71-b343-30dc11d56a75,W_046,2024-01-01,Low,4.9,0.984
e99f6af4-082c-43db-8030-06d10959b5aa,W_046,2024-01-01,High,10.45,0.895
a5d257f1-8adb-4fd5-b8a4-687bf9194423,W_046,2024-01-01,Low,6.26,0.997
0ecbd1b2-4576-4989-b497-8c6d4641f881,W_046,2024-01-01,Low,4.44,0.954
8087d7f5-cd09-4e6b-a3b6-60a4da98ea89,W_046,2024-01-01,Medium,9.2,0.899
915fb82b-a37b-4a01-bfb4-acdb79ce9ecb,W_046,2024-01-01,High,11.14,0.847
764279b9-3fa6-4b17-9b54-1a2f5a247927,W_046,2024-01-01,Low,5.38,0.934
56edaf49-0780-49a7-9e7d-d31376459dfb,W_046,2024-01-01,Low,5.74,0.971
67ca8046-570a-44ea-985e-bdd8a0a16c13,W_046,2024-01-01,Low,5.86,0.969
ba2b6c63-c25e-483d-a734-38bae50d8090,W_046,2024-01-01,Medium,2.78,0.949
e75a962e-e560-4b83-b21e-95b0b3229ee9,W_046,2024-01-01,High,10.74,0.914
8884913f-d777-4648-93a5-63c508899cd2,W_046,2024-01-02,High,11.21,0.905
47dce93b-d42b-4d77-b561-cdfda42cc7b3,W_046,2024-01-02,High,8.66,0.958
9e85793f-3bef-4b1a-ad51-4d4420be7602,W_046,2024-01-02,Low,4.29,0.978
92a6237a-c961-4ab4-a784-0751e5adbdaa,W_046,2024-01-02,High,12.13,0.864
a1c0d3f7-1caa-4a80-88f6-e42e1827b346,W_046,2024-01-02,Low,5.31,1.0
4b1d32a4-0490-4e97-ba91-b5bd7e739553,W_046,2024-01-02,High,11.21,0.915
44118efe-c2f5-4e76-9435-e542c3f9cfc3,W_046,2024-01-02,Medium,9.72,0.903
ed7a3917-791f-476c-a126-1d6364441deb,W_046,2024-01-02,Low,5.33,0.954
5906adde-c96d-4310-ba90-b770bdd98821,W_046,2024-01-02,Low,5.55,0.965
a32b8f46-a71b-4a02-82f5-91549d6f50a4,W_046,2024-01-02,Low,6.45,0.97
cb680ae1-84ec-462c-844c-31b9e1d82bf2,W_046,2024-01-02,High,9.66,0.888
82d70d84-b0c1-4bac-aff4-2900f695d554,W_046,2024-01-02,High,10.79,0.938
b226661b-ca9f-41c2-b5bd-a7d04bbbbed9,W_046,2024-01-02,Low,4.67,0.975
1cd23b55-7ae7-4252-999b-02edc44bcaaf,W_046,2024-01-02,Low,4.57,0.945
002fad43-ac9f-478d-9bcf-a2596a508ae8,W_046,2024-01-02,Low,4.75,0.978
219125ad-eb71-4e79-bef2-df1d761a7d63,W_046,2024-01-02,High,12.63,0.812
a589fca4-8a5b-4a7c-ac58-6f8d889cf417,W_046,2024-01-02,Low,4.65,0.967
702d413c-1a90-4061-9bfc-18f84d24a00e,W_046,2024-01-03,Medium,8.71,0.914
2ed93d3a-f264-4af7-a125-f176c1b5b63a,W_046,2024-01-03,Medium,7.54,0.977
2a4b0c8d-3372-4f7c-b4e2-bae326aaf17b,W_046,2024-01-03,High,13.85,0.849
e313279a-1aab-4204-b89e-f8d0c3c5bef3,W_046,2024-01-03,Low,2.69,0.945
c16c21a4-35b7-4720-89e2-bfe8aaf61415,W_046,2024-01-03,Medium,11.11,0.889
a2be0dc5-9da0-4491-877c-3b38fe646ca4,W_046,2024-01-03,High,11.17,0.857
ffffe79e-2928-4c67-b60a-da5c49f522b1,W_046,2024-01-03,High,12.51,0.873
7303ea4e-1f77-4b3d-9029-791158e9652d,W_046,2024-01-03,Medium,8.84,0.942
1f0070ac-3835-411f-b867-5898b87fec48,W_046,2024-01-03,Low,3.99,0.979
a0e25a15-ef38-448f-9104-cd6e409ad5a9,W_046,2024-01-03,Low,5.22,0.985
aa644e5a-143e-4dff-a823-e15b2125e3f5,W_046,2024-01-03,Low,5.47,0.956
245c4aed-4bb7-43da-9529-b78876a6c965,W_046,2024-01-04,Medium,5.63,0.94
b95e98e3-5f13-49da-ae38-b3a5aa35ce72,W_046,2024-01-04,Medium,5.02,0.971
e62eaeb3-e348-4a5e-8bf6-aad63b2e902a,W_046,2024-01-04,Low,3.82,0.943
316d3a80-4c74-4e2b-b9f8-c19e85b2b7f9,W_046,2024-01-04,Medium,9.14,0.931
629b356a-bfc1-4ea2-80bc-447108cf1b2d,W_046,2024-01-04,Medium,6.1,0.934
2e456177-0cfe-40bf-9fb8-3e72b3521c52,W_046,2024-01-04,Low,4.8,0.946
588d0fb7-f9ea-4f0c-9323-e6ce2e077997,W_046,2024-01-04,Medium,7.49,0.937
d2949f9b-6f0a-48c8-850d-c55b467f8bba,W_046,2024-01-04,Low,2.25,0.953
bf7ae140-c1de-41e3-84c9-dda8d270cc61,W_046,2024-01-04,Low,6.91,0.914
a7b99e2e-038d-4b7c-8559-649f82badd6c,W_046,2024-01-04,Medium,8.82,0.926
7c52b26d-de81-4060-b876-3dc73b3f34f8,W_046,2024-01-04,Low,5.1,0.973
9839f29c-91b3-43d9-86e4-2ef6565216ec,W_046,2024-01-04,Low,6.1,0.97
eb9beb39-069b-41a3-9663-cc792a1bce49,W_046,2024-01-05,High,11.79,0.886
41dd7d32-1342-46d3-b914-26cfe234ed69,W_046,2024-01-05,High,10.99,0.885
e0cbf0d6-073b-4beb-a602-aab03d6f7e58,W_046,2024-01-05,Low,6.8,0.99
c951314a-b6a6-427b-8881-22a16a1ce974,W_046,2024-01-05,Medium,9.43,0.95
9d6f5edb-83d4-4219-a39d-747b7369f613,W_046,2024-01-05,Low,5.76,1.0
235ceb39-489b-46b9-a5a3-c253f9075414,W_046,2024-01-05,Low,4.57,0.941
